2025-12-05 16:56:31,757 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: Tg
2025-12-05 16:56:31,758 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data         |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:56:31,758 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for Tg with seed 42 ---
2025-12-05 16:56:46,636 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [195/1000] Train_MSE: 3758.692641 Val_MSE: 5729.139644 | Loss: 3887.789636
2025-12-05 16:56:46,720 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [196/1000] Train_MSE: 3789.751950 Val_MSE: 5769.326665 | Loss: 4016.906885
2025-12-05 16:56:46,792 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [197/1000] Train_MSE: 3759.432816 Val_MSE: 5784.346153 | Loss: 4010.826978
2025-12-05 16:56:46,873 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [198/1000] Train_MSE: 3808.505387 Val_MSE: 5780.277375 | Loss: 4133.898608
2025-12-05 16:56:46,958 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [199/1000] Train_MSE: 3843.617922 Val_MSE: 5867.281999 | Loss: 3918.136816
2025-12-05 16:56:47,028 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [200/1000] Train_MSE: 3793.428888 Val_MSE: 5815.015081 | Loss: 3932.039404
2025-12-05 16:56:47,107 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [201/1000] Train_MSE: 3770.716186 Val_MSE: 5870.401125 | Loss: 4134.018408
2025-12-05 16:56:47,191 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [202/1000] Train_MSE: 3777.397079 Val_MSE: 5739.875213 | Loss: 4003.629810
2025-12-05 16:56:47,264 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [203/1000] Train_MSE: 3679.601478 Val_MSE: 5710.275466 | Loss: 4134.106641
2025-12-05 16:56:47,267 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 203 with val_mse 5710.275466
2025-12-05 16:56:47,340 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [204/1000] Train_MSE: 3688.393821 Val_MSE: 5725.551050 | Loss: 4108.051025
2025-12-05 16:56:47,421 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [205/1000] Train_MSE: 3727.018359 Val_MSE: 5743.151406 | Loss: 4069.387866
2025-12-05 16:56:47,501 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [206/1000] Train_MSE: 3661.269302 Val_MSE: 5615.544342 | Loss: 4050.930981
2025-12-05 16:56:47,503 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 206 with val_mse 5615.544342
2025-12-05 16:56:47,574 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [207/1000] Train_MSE: 4410.724003 Val_MSE: 6471.574112 | Loss: 4062.162061
2025-12-05 16:56:47,648 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [208/1000] Train_MSE: 3659.748228 Val_MSE: 5709.553242 | Loss: 3795.106689
2025-12-05 16:56:47,720 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [209/1000] Train_MSE: 3577.528547 Val_MSE: 5667.334231 | Loss: 3785.631860
2025-12-05 16:56:47,786 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [210/1000] Train_MSE: 3757.198002 Val_MSE: 5778.971672 | Loss: 4207.082666
2025-12-05 16:56:47,855 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [211/1000] Train_MSE: 3689.453681 Val_MSE: 5870.195791 | Loss: 3876.458643
2025-12-05 16:56:47,920 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [212/1000] Train_MSE: 5107.354073 Val_MSE: 7314.373733 | Loss: 3942.433276
2025-12-05 16:56:47,988 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [213/1000] Train_MSE: 3589.981736 Val_MSE: 5767.922264 | Loss: 3749.292285
2025-12-05 16:56:48,064 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [214/1000] Train_MSE: 3807.910816 Val_MSE: 5895.116288 | Loss: 4006.927991
2025-12-05 16:56:48,135 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [215/1000] Train_MSE: 5407.067919 Val_MSE: 7371.721245 | Loss: 3871.669617
2025-12-05 16:56:48,206 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [216/1000] Train_MSE: 3516.414402 Val_MSE: 5651.110001 | Loss: 3871.951904
2025-12-05 16:56:48,278 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [217/1000] Train_MSE: 3504.139809 Val_MSE: 5666.700222 | Loss: 3549.126465
2025-12-05 16:56:48,347 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [218/1000] Train_MSE: 3519.688958 Val_MSE: 5632.516328 | Loss: 3810.930786
2025-12-05 16:56:48,421 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [219/1000] Train_MSE: 3849.019163 Val_MSE: 5993.810758 | Loss: 3942.986328
2025-12-05 16:56:48,497 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [220/1000] Train_MSE: 3476.446379 Val_MSE: 5679.862160 | Loss: 3841.018726
2025-12-05 16:56:48,572 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [221/1000] Train_MSE: 3769.316570 Val_MSE: 5964.258784 | Loss: 3897.557568
2025-12-05 16:56:48,646 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [222/1000] Train_MSE: 3674.869683 Val_MSE: 5782.454247 | Loss: 3752.057849
2025-12-05 16:56:48,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [223/1000] Train_MSE: 3721.452944 Val_MSE: 5881.148093 | Loss: 4295.502563
2025-12-05 16:56:48,789 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [224/1000] Train_MSE: 3494.158052 Val_MSE: 5583.944121 | Loss: 3700.272681
2025-12-05 16:56:48,792 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 224 with val_mse 5583.944121
2025-12-05 16:56:48,867 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [225/1000] Train_MSE: 5125.428626 Val_MSE: 7265.469736 | Loss: 3983.362329
2025-12-05 16:56:48,938 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [226/1000] Train_MSE: 3611.012526 Val_MSE: 5923.484757 | Loss: 3789.774365
2025-12-05 16:56:49,020 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [227/1000] Train_MSE: 3470.530245 Val_MSE: 5783.594374 | Loss: 3879.984473
2025-12-05 16:56:49,091 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [228/1000] Train_MSE: 3425.986357 Val_MSE: 5655.937991 | Loss: 3612.679761
2025-12-05 16:56:49,159 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [229/1000] Train_MSE: 4201.049899 Val_MSE: 6391.969571 | Loss: 3751.170459
2025-12-05 16:56:49,230 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [230/1000] Train_MSE: 3360.633865 Val_MSE: 5651.467747 | Loss: 3841.789038
2025-12-05 16:56:49,306 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [231/1000] Train_MSE: 3382.269899 Val_MSE: 5628.679424 | Loss: 3774.964624
2025-12-05 16:56:49,378 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [232/1000] Train_MSE: 3595.628748 Val_MSE: 5809.128094 | Loss: 3572.962085
2025-12-05 16:56:49,449 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [233/1000] Train_MSE: 3368.723054 Val_MSE: 5604.038161 | Loss: 3774.420312
2025-12-05 16:56:49,520 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [234/1000] Train_MSE: 3356.679620 Val_MSE: 5667.246621 | Loss: 3733.687769
2025-12-05 16:56:49,592 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [235/1000] Train_MSE: 4031.906623 Val_MSE: 6380.390011 | Loss: 3672.189404
2025-12-05 16:56:49,672 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [236/1000] Train_MSE: 3513.142310 Val_MSE: 5899.190413 | Loss: 3749.947852
2025-12-05 16:56:49,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [237/1000] Train_MSE: 3581.324584 Val_MSE: 5837.866800 | Loss: 4111.608765
2025-12-05 16:56:49,840 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [238/1000] Train_MSE: 3358.260962 Val_MSE: 5673.083508 | Loss: 3543.331714
2025-12-05 16:56:49,926 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [239/1000] Train_MSE: 3382.988343 Val_MSE: 5692.517953 | Loss: 3704.094873
2025-12-05 16:56:50,011 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [240/1000] Train_MSE: 3421.701959 Val_MSE: 5856.572577 | Loss: 3852.635938
2025-12-05 16:56:50,090 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [241/1000] Train_MSE: 3450.910978 Val_MSE: 5689.494261 | Loss: 3632.689746
2025-12-05 16:56:50,167 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [242/1000] Train_MSE: 3547.658466 Val_MSE: 5696.007178 | Loss: 3516.252148
2025-12-05 16:56:50,250 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [243/1000] Train_MSE: 3770.281854 Val_MSE: 5895.444708 | Loss: 3727.177686
2025-12-05 16:56:50,326 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [244/1000] Train_MSE: 3364.289898 Val_MSE: 5782.375198 | Loss: 3667.131982
2025-12-05 16:56:50,403 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [245/1000] Train_MSE: 3395.284491 Val_MSE: 5657.363165 | Loss: 3688.756421
2025-12-05 16:56:50,477 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [246/1000] Train_MSE: 3718.948215 Val_MSE: 5943.848636 | Loss: 3651.218457
2025-12-05 16:56:50,552 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [247/1000] Train_MSE: 3930.405496 Val_MSE: 6349.876522 | Loss: 3455.394043
2025-12-05 16:56:50,624 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [248/1000] Train_MSE: 3371.062709 Val_MSE: 5739.090948 | Loss: 3990.864026
2025-12-05 16:56:50,695 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [249/1000] Train_MSE: 3324.003624 Val_MSE: 5647.051949 | Loss: 3999.986230
2025-12-05 16:56:50,768 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [250/1000] Train_MSE: 3272.216040 Val_MSE: 5555.246775 | Loss: 3795.449072
2025-12-05 16:56:50,770 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 250 with val_mse 5555.246775
2025-12-05 16:56:50,843 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [251/1000] Train_MSE: 3368.049536 Val_MSE: 5703.023948 | Loss: 3801.693726
2025-12-05 16:56:50,918 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [252/1000] Train_MSE: 3399.757815 Val_MSE: 5706.877823 | Loss: 3803.578638
2025-12-05 16:56:51,003 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [253/1000] Train_MSE: 6126.708762 Val_MSE: 8430.867129 | Loss: 4403.729346
2025-12-05 16:56:51,084 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [254/1000] Train_MSE: 3738.353977 Val_MSE: 6179.507053 | Loss: 3750.500049
2025-12-05 16:56:51,158 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [255/1000] Train_MSE: 3282.622378 Val_MSE: 5688.638462 | Loss: 3672.834888
2025-12-05 16:56:51,230 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [256/1000] Train_MSE: 3281.570486 Val_MSE: 5678.165220 | Loss: 3596.388428
2025-12-05 16:56:51,300 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [257/1000] Train_MSE: 5441.939855 Val_MSE: 7703.120759 | Loss: 3446.331177
2025-12-05 16:56:51,380 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [258/1000] Train_MSE: 5315.779766 Val_MSE: 7483.467783 | Loss: 3842.392334
2025-12-05 16:56:51,453 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [259/1000] Train_MSE: 4274.838281 Val_MSE: 6484.219689 | Loss: 3657.554724
2025-12-05 16:56:51,522 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [260/1000] Train_MSE: 3532.683252 Val_MSE: 5913.122566 | Loss: 4116.882947
2025-12-05 16:56:51,589 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [261/1000] Train_MSE: 4093.904112 Val_MSE: 6565.275502 | Loss: 3702.350488
2025-12-05 16:56:51,652 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [262/1000] Train_MSE: 3279.899512 Val_MSE: 5715.161333 | Loss: 3909.251025
2025-12-05 16:56:51,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [263/1000] Train_MSE: 3764.425357 Val_MSE: 5656.779940 | Loss: 4059.651538
2025-12-05 16:56:51,795 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [264/1000] Train_MSE: 8102.403845 Val_MSE: 10302.001204 | Loss: 3797.870947
2025-12-05 16:56:51,876 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [265/1000] Train_MSE: 3993.070189 Val_MSE: 6352.795649 | Loss: 3807.807446
2025-12-05 16:56:51,946 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [266/1000] Train_MSE: 3224.825619 Val_MSE: 5524.754240 | Loss: 3670.293115
2025-12-05 16:56:51,949 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 266 with val_mse 5524.754240
2025-12-05 16:56:52,017 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [267/1000] Train_MSE: 4769.368909 Val_MSE: 7195.793533 | Loss: 3650.113428
2025-12-05 16:56:52,091 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [268/1000] Train_MSE: 3465.350648 Val_MSE: 5862.653881 | Loss: 3350.230444
2025-12-05 16:56:52,168 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [269/1000] Train_MSE: 3218.971029 Val_MSE: 5645.035217 | Loss: 3622.010547
2025-12-05 16:56:52,245 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [270/1000] Train_MSE: 3262.270828 Val_MSE: 5611.697986 | Loss: 3643.832190
2025-12-05 16:56:52,316 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [271/1000] Train_MSE: 3321.260199 Val_MSE: 5688.125650 | Loss: 3529.898267
2025-12-05 16:56:52,387 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [272/1000] Train_MSE: 3338.297000 Val_MSE: 5757.726947 | Loss: 3686.149805
2025-12-05 16:56:52,461 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [273/1000] Train_MSE: 3749.581042 Val_MSE: 6039.875155 | Loss: 3481.889648
2025-12-05 16:56:52,541 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [274/1000] Train_MSE: 3252.795690 Val_MSE: 5637.722209 | Loss: 3452.196887
2025-12-05 16:56:52,612 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [275/1000] Train_MSE: 4222.024866 Val_MSE: 6656.181312 | Loss: 3751.647021
2025-12-05 16:56:52,683 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [276/1000] Train_MSE: 3446.830656 Val_MSE: 5994.864984 | Loss: 3612.220923
2025-12-05 16:56:52,774 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [277/1000] Train_MSE: 3279.949576 Val_MSE: 5787.622240 | Loss: 3519.210474
2025-12-05 16:56:52,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [278/1000] Train_MSE: 3377.071390 Val_MSE: 5807.996771 | Loss: 3560.081836
2025-12-05 16:56:52,927 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [279/1000] Train_MSE: 3533.300477 Val_MSE: 5934.515901 | Loss: 3489.871692
2025-12-05 16:56:53,013 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [280/1000] Train_MSE: 3281.199413 Val_MSE: 5563.412534 | Loss: 3694.807666
2025-12-05 16:56:53,099 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [281/1000] Train_MSE: 3395.210308 Val_MSE: 5689.216553 | Loss: 3475.263623
2025-12-05 16:56:53,181 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [282/1000] Train_MSE: 3160.793867 Val_MSE: 5574.678665 | Loss: 3705.982117
2025-12-05 16:56:53,275 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [283/1000] Train_MSE: 5232.763726 Val_MSE: 7857.489026 | Loss: 3675.222729
2025-12-05 16:56:53,353 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [284/1000] Train_MSE: 3647.626887 Val_MSE: 6245.088853 | Loss: 3620.293213
2025-12-05 16:56:53,426 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [285/1000] Train_MSE: 3690.396926 Val_MSE: 6168.490665 | Loss: 3744.711377
2025-12-05 16:56:53,508 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [286/1000] Train_MSE: 3398.027740 Val_MSE: 5916.939326 | Loss: 3518.796802
2025-12-05 16:56:53,578 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [287/1000] Train_MSE: 3211.561627 Val_MSE: 5687.294929 | Loss: 3684.908130
2025-12-05 16:56:53,656 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [288/1000] Train_MSE: 3602.205911 Val_MSE: 5910.502890 | Loss: 3456.073169
2025-12-05 16:56:53,734 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [289/1000] Train_MSE: 3144.129803 Val_MSE: 5594.153971 | Loss: 3413.474292
2025-12-05 16:56:53,812 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [290/1000] Train_MSE: 3292.592761 Val_MSE: 5821.175037 | Loss: 3585.496704
2025-12-05 16:56:53,908 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [291/1000] Train_MSE: 3744.109328 Val_MSE: 6116.058521 | Loss: 3521.619873
2025-12-05 16:56:53,985 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [292/1000] Train_MSE: 3346.352377 Val_MSE: 5719.930170 | Loss: 3649.271753
2025-12-05 16:56:54,065 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [293/1000] Train_MSE: 4011.641651 Val_MSE: 6422.573131 | Loss: 3567.887842
2025-12-05 16:56:54,140 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [294/1000] Train_MSE: 3359.146040 Val_MSE: 5724.446594 | Loss: 3338.950049
2025-12-05 16:56:54,218 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [295/1000] Train_MSE: 3219.666944 Val_MSE: 5666.917198 | Loss: 3371.336401
2025-12-05 16:56:54,301 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [296/1000] Train_MSE: 3421.825367 Val_MSE: 5947.200651 | Loss: 3748.719897
2025-12-05 16:56:54,385 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [297/1000] Train_MSE: 3179.788821 Val_MSE: 5540.123006 | Loss: 3649.077808
2025-12-05 16:56:54,460 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [298/1000] Train_MSE: 3712.323078 Val_MSE: 6024.407637 | Loss: 3430.572314
2025-12-05 16:56:54,536 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [299/1000] Train_MSE: 3207.913006 Val_MSE: 5766.894183 | Loss: 3609.014355
2025-12-05 16:56:54,615 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [300/1000] Train_MSE: 3272.324723 Val_MSE: 5812.192064 | Loss: 3465.667163
2025-12-05 16:56:54,695 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [301/1000] Train_MSE: 3237.595545 Val_MSE: 5614.421798 | Loss: 3517.703979
2025-12-05 16:56:54,771 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [302/1000] Train_MSE: 3244.317890 Val_MSE: 5703.551134 | Loss: 3363.597522
2025-12-05 16:56:54,841 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [303/1000] Train_MSE: 3138.689092 Val_MSE: 5753.327061 | Loss: 3445.181982
2025-12-05 16:56:54,910 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [304/1000] Train_MSE: 3955.169687 Val_MSE: 6540.567305 | Loss: 3501.356641
2025-12-05 16:56:54,986 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [305/1000] Train_MSE: 3280.657188 Val_MSE: 5892.612252 | Loss: 3630.721448
2025-12-05 16:56:55,062 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [306/1000] Train_MSE: 3365.305731 Val_MSE: 5893.312194 | Loss: 3662.658252
