2025-12-05 16:55:51,557 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: Rg
2025-12-05 16:55:51,558 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 5            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| heads      | 1            |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:55:51,559 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for Rg with seed 42 ---
2025-12-05 16:56:22,146 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [209/1000] Train_MSE: 10.660740 Val_MSE: 13.004836 | Loss: 11.013262
2025-12-05 16:56:22,280 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [210/1000] Train_MSE: 9.429443 Val_MSE: 11.966201 | Loss: 10.618569
2025-12-05 16:56:22,416 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [211/1000] Train_MSE: 12.999848 Val_MSE: 15.074206 | Loss: 10.448251
2025-12-05 16:56:22,554 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [212/1000] Train_MSE: 10.849353 Val_MSE: 13.266331 | Loss: 11.309123
2025-12-05 16:56:22,694 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [213/1000] Train_MSE: 14.890555 Val_MSE: 16.310042 | Loss: 12.045362
2025-12-05 16:56:22,826 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [214/1000] Train_MSE: 14.681640 Val_MSE: 16.570023 | Loss: 11.574585
2025-12-05 16:56:22,959 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [215/1000] Train_MSE: 10.792427 Val_MSE: 13.016333 | Loss: 10.793908
2025-12-05 16:56:23,094 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [216/1000] Train_MSE: 15.553051 Val_MSE: 17.606940 | Loss: 10.827677
2025-12-05 16:56:23,226 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [217/1000] Train_MSE: 12.714004 Val_MSE: 15.100389 | Loss: 11.214434
2025-12-05 16:56:23,364 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [218/1000] Train_MSE: 9.296308 Val_MSE: 11.519600 | Loss: 11.593407
2025-12-05 16:56:23,366 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 218 with val_mse 11.519600
2025-12-05 16:56:23,511 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [219/1000] Train_MSE: 11.860495 Val_MSE: 13.720584 | Loss: 11.040510
2025-12-05 16:56:23,648 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [220/1000] Train_MSE: 10.413822 Val_MSE: 12.628141 | Loss: 10.573924
2025-12-05 16:56:23,785 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [221/1000] Train_MSE: 9.806954 Val_MSE: 12.420989 | Loss: 10.578270
2025-12-05 16:56:23,914 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [222/1000] Train_MSE: 12.278507 Val_MSE: 14.542435 | Loss: 11.806312
2025-12-05 16:56:24,054 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [223/1000] Train_MSE: 10.086684 Val_MSE: 12.820521 | Loss: 10.011093
2025-12-05 16:56:24,187 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [224/1000] Train_MSE: 9.326077 Val_MSE: 11.726912 | Loss: 10.712867
2025-12-05 16:56:24,321 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [225/1000] Train_MSE: 13.789637 Val_MSE: 16.227697 | Loss: 12.088069
2025-12-05 16:56:24,460 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [226/1000] Train_MSE: 9.703563 Val_MSE: 12.299542 | Loss: 10.889643
2025-12-05 16:56:24,599 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [227/1000] Train_MSE: 12.163755 Val_MSE: 14.292970 | Loss: 10.393263
2025-12-05 16:56:24,731 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [228/1000] Train_MSE: 11.400390 Val_MSE: 13.315581 | Loss: 11.172652
2025-12-05 16:56:24,864 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [229/1000] Train_MSE: 10.923206 Val_MSE: 13.142888 | Loss: 10.042957
2025-12-05 16:56:24,999 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [230/1000] Train_MSE: 9.810908 Val_MSE: 12.113961 | Loss: 9.877687
2025-12-05 16:56:25,132 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [231/1000] Train_MSE: 15.886604 Val_MSE: 18.787186 | Loss: 10.468499
2025-12-05 16:56:25,268 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [232/1000] Train_MSE: 10.733155 Val_MSE: 13.365479 | Loss: 10.778683
2025-12-05 16:56:25,408 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [233/1000] Train_MSE: 11.252608 Val_MSE: 13.966722 | Loss: 10.064715
2025-12-05 16:56:25,544 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [234/1000] Train_MSE: 11.577807 Val_MSE: 13.728897 | Loss: 9.976226
2025-12-05 16:56:25,679 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [235/1000] Train_MSE: 8.954832 Val_MSE: 12.140444 | Loss: 11.430854
2025-12-05 16:56:25,814 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [236/1000] Train_MSE: 13.924155 Val_MSE: 16.197718 | Loss: 10.768821
2025-12-05 16:56:25,953 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [237/1000] Train_MSE: 9.929099 Val_MSE: 12.224691 | Loss: 10.494046
2025-12-05 16:56:26,101 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [238/1000] Train_MSE: 14.547559 Val_MSE: 16.889718 | Loss: 10.346616
2025-12-05 16:56:26,242 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [239/1000] Train_MSE: 8.855831 Val_MSE: 11.613237 | Loss: 11.259721
2025-12-05 16:56:26,391 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [240/1000] Train_MSE: 11.363678 Val_MSE: 13.751262 | Loss: 10.931395
2025-12-05 16:56:26,543 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [241/1000] Train_MSE: 11.293199 Val_MSE: 13.915720 | Loss: 11.728700
2025-12-05 16:56:26,682 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [242/1000] Train_MSE: 10.277790 Val_MSE: 12.612991 | Loss: 9.950850
2025-12-05 16:56:26,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [243/1000] Train_MSE: 17.788140 Val_MSE: 20.349762 | Loss: 10.935678
2025-12-05 16:56:27,002 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [244/1000] Train_MSE: 13.702136 Val_MSE: 16.471069 | Loss: 11.703049
2025-12-05 16:56:27,182 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [245/1000] Train_MSE: 13.431401 Val_MSE: 15.820782 | Loss: 10.792682
2025-12-05 16:56:27,335 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [246/1000] Train_MSE: 12.841574 Val_MSE: 15.339414 | Loss: 10.528147
2025-12-05 16:56:27,476 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [247/1000] Train_MSE: 10.225705 Val_MSE: 12.710142 | Loss: 11.035849
2025-12-05 16:56:27,658 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [248/1000] Train_MSE: 10.738465 Val_MSE: 13.502135 | Loss: 10.703990
2025-12-05 16:56:27,790 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [249/1000] Train_MSE: 10.748870 Val_MSE: 13.213890 | Loss: 10.462388
2025-12-05 16:56:27,932 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [250/1000] Train_MSE: 13.717247 Val_MSE: 16.025420 | Loss: 11.590513
2025-12-05 16:56:28,068 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [251/1000] Train_MSE: 10.939604 Val_MSE: 13.120281 | Loss: 10.585313
2025-12-05 16:56:28,200 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [252/1000] Train_MSE: 12.551217 Val_MSE: 15.180541 | Loss: 10.806549
2025-12-05 16:56:28,325 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [253/1000] Train_MSE: 14.241354 Val_MSE: 17.326895 | Loss: 10.222300
2025-12-05 16:56:28,483 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [254/1000] Train_MSE: 11.091503 Val_MSE: 13.590311 | Loss: 11.286029
2025-12-05 16:56:28,616 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [255/1000] Train_MSE: 10.773467 Val_MSE: 13.760326 | Loss: 9.773669
2025-12-05 16:56:28,751 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [256/1000] Train_MSE: 15.644620 Val_MSE: 17.999367 | Loss: 11.241842
2025-12-05 16:56:28,888 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [257/1000] Train_MSE: 13.372207 Val_MSE: 15.667830 | Loss: 10.481745
2025-12-05 16:56:29,022 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [258/1000] Train_MSE: 12.227839 Val_MSE: 14.831790 | Loss: 10.625920
2025-12-05 16:56:29,165 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [259/1000] Train_MSE: 10.235346 Val_MSE: 13.554983 | Loss: 10.787434
2025-12-05 16:56:29,307 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [260/1000] Train_MSE: 10.612136 Val_MSE: 13.324044 | Loss: 10.539529
2025-12-05 16:56:29,449 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [261/1000] Train_MSE: 10.956817 Val_MSE: 13.396122 | Loss: 10.533145
2025-12-05 16:56:29,601 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [262/1000] Train_MSE: 14.631006 Val_MSE: 16.898703 | Loss: 10.766027
2025-12-05 16:56:29,743 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [263/1000] Train_MSE: 14.863270 Val_MSE: 17.933571 | Loss: 11.120399
2025-12-05 16:56:29,884 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [264/1000] Train_MSE: 10.596745 Val_MSE: 13.364140 | Loss: 12.199513
2025-12-05 16:56:30,026 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [265/1000] Train_MSE: 10.284379 Val_MSE: 13.445897 | Loss: 10.673328
2025-12-05 16:56:30,171 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [266/1000] Train_MSE: 8.979576 Val_MSE: 12.223159 | Loss: 11.413338
2025-12-05 16:56:30,319 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [267/1000] Train_MSE: 16.272228 Val_MSE: 18.348540 | Loss: 10.273462
2025-12-05 16:56:30,459 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [268/1000] Train_MSE: 11.942785 Val_MSE: 14.879672 | Loss: 10.061490
2025-12-05 16:56:30,596 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [269/1000] Train_MSE: 11.167571 Val_MSE: 14.033799 | Loss: 11.371653
2025-12-05 16:56:30,738 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [270/1000] Train_MSE: 12.184190 Val_MSE: 15.360710 | Loss: 10.325661
2025-12-05 16:56:30,883 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [271/1000] Train_MSE: 13.406854 Val_MSE: 16.287111 | Loss: 10.696473
2025-12-05 16:56:31,015 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [272/1000] Train_MSE: 11.436283 Val_MSE: 14.207590 | Loss: 9.926850
2025-12-05 16:56:31,160 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [273/1000] Train_MSE: 10.503902 Val_MSE: 13.716474 | Loss: 9.669355
2025-12-05 16:56:31,314 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [274/1000] Train_MSE: 12.929698 Val_MSE: 15.672699 | Loss: 12.024578
2025-12-05 16:56:31,463 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [275/1000] Train_MSE: 13.378571 Val_MSE: 16.535788 | Loss: 11.320471
2025-12-05 16:56:31,608 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [276/1000] Train_MSE: 10.840300 Val_MSE: 14.654732 | Loss: 11.171100
2025-12-05 16:56:31,753 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [277/1000] Train_MSE: 11.416226 Val_MSE: 14.311345 | Loss: 10.076223
2025-12-05 16:56:31,898 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [278/1000] Train_MSE: 11.068612 Val_MSE: 13.861887 | Loss: 10.343437
2025-12-05 16:56:32,036 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [279/1000] Train_MSE: 13.797035 Val_MSE: 16.163945 | Loss: 10.714052
2025-12-05 16:56:32,176 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [280/1000] Train_MSE: 13.487139 Val_MSE: 16.150948 | Loss: 9.910071
2025-12-05 16:56:32,311 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [281/1000] Train_MSE: 10.601275 Val_MSE: 13.383770 | Loss: 10.993492
2025-12-05 16:56:32,446 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [282/1000] Train_MSE: 13.541479 Val_MSE: 16.251512 | Loss: 10.705732
2025-12-05 16:56:32,580 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [283/1000] Train_MSE: 9.594418 Val_MSE: 12.815910 | Loss: 11.334514
2025-12-05 16:56:32,729 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [284/1000] Train_MSE: 9.956914 Val_MSE: 12.962978 | Loss: 10.679216
2025-12-05 16:56:32,856 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [285/1000] Train_MSE: 13.599965 Val_MSE: 16.174500 | Loss: 10.279752
2025-12-05 16:56:32,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [286/1000] Train_MSE: 10.470610 Val_MSE: 13.290598 | Loss: 10.975790
2025-12-05 16:56:33,120 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [287/1000] Train_MSE: 15.123577 Val_MSE: 17.986427 | Loss: 10.610110
2025-12-05 16:56:33,251 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [288/1000] Train_MSE: 11.905534 Val_MSE: 15.256216 | Loss: 11.411574
2025-12-05 16:56:33,399 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [289/1000] Train_MSE: 11.800482 Val_MSE: 14.763101 | Loss: 10.229706
2025-12-05 16:56:33,531 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [290/1000] Train_MSE: 9.256355 Val_MSE: 12.130264 | Loss: 9.650153
2025-12-05 16:56:33,666 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [291/1000] Train_MSE: 14.105816 Val_MSE: 16.723137 | Loss: 12.397055
2025-12-05 16:56:33,799 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [292/1000] Train_MSE: 13.468910 Val_MSE: 15.727056 | Loss: 11.359218
2025-12-05 16:56:33,932 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [293/1000] Train_MSE: 12.697476 Val_MSE: 15.787386 | Loss: 11.106634
2025-12-05 16:56:34,067 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [294/1000] Train_MSE: 10.812889 Val_MSE: 13.521183 | Loss: 9.373572
2025-12-05 16:56:34,201 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [295/1000] Train_MSE: 11.644362 Val_MSE: 14.413347 | Loss: 10.346314
2025-12-05 16:56:34,342 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [296/1000] Train_MSE: 9.989724 Val_MSE: 13.144399 | Loss: 10.771402
2025-12-05 16:56:34,472 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [297/1000] Train_MSE: 10.138297 Val_MSE: 12.861319 | Loss: 10.673674
2025-12-05 16:56:34,601 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [298/1000] Train_MSE: 11.119251 Val_MSE: 12.939123 | Loss: 10.917650
2025-12-05 16:56:34,731 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [299/1000] Train_MSE: 14.533623 Val_MSE: 17.403489 | Loss: 10.908756
2025-12-05 16:56:34,869 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [300/1000] Train_MSE: 12.110414 Val_MSE: 14.506381 | Loss: 9.808107
2025-12-05 16:56:35,010 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [301/1000] Train_MSE: 10.200158 Val_MSE: 13.077645 | Loss: 9.878107
2025-12-05 16:56:35,168 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [302/1000] Train_MSE: 12.926014 Val_MSE: 15.816697 | Loss: 10.706678
2025-12-05 16:56:35,311 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [303/1000] Train_MSE: 13.235304 Val_MSE: 16.362667 | Loss: 11.065150
2025-12-05 16:56:35,455 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [304/1000] Train_MSE: 11.758163 Val_MSE: 14.730829 | Loss: 10.246747
2025-12-05 16:56:35,604 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [305/1000] Train_MSE: 12.815243 Val_MSE: 15.396947 | Loss: 10.638084
2025-12-05 16:56:35,754 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [306/1000] Train_MSE: 10.844345 Val_MSE: 14.069817 | Loss: 10.549461
2025-12-05 16:56:35,901 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [307/1000] Train_MSE: 10.883605 Val_MSE: 13.820297 | Loss: 10.661390
2025-12-05 16:56:36,054 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [308/1000] Train_MSE: 10.100198 Val_MSE: 12.974956 | Loss: 10.844270
2025-12-05 16:56:36,262 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [309/1000] Train_MSE: 11.750074 Val_MSE: 14.804662 | Loss: 10.407743
2025-12-05 16:56:36,421 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [310/1000] Train_MSE: 10.848749 Val_MSE: 14.513378 | Loss: 9.933332
2025-12-05 16:56:36,582 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [311/1000] Train_MSE: 11.934454 Val_MSE: 15.076951 | Loss: 9.455746
2025-12-05 16:56:36,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [312/1000] Train_MSE: 9.955833 Val_MSE: 13.255234 | Loss: 10.836577
2025-12-05 16:56:36,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [313/1000] Train_MSE: 11.332545 Val_MSE: 14.458511 | Loss: 10.061039
2025-12-05 16:56:36,982 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [314/1000] Train_MSE: 16.268719 Val_MSE: 19.313144 | Loss: 11.354161
2025-12-05 16:56:37,120 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [315/1000] Train_MSE: 16.702529 Val_MSE: 19.542309 | Loss: 10.764922
2025-12-05 16:56:37,254 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [316/1000] Train_MSE: 10.681650 Val_MSE: 13.558340 | Loss: 10.415522
2025-12-05 16:56:37,388 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [317/1000] Train_MSE: 10.497984 Val_MSE: 14.385826 | Loss: 10.145584
2025-12-05 16:56:37,525 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [318/1000] Train_MSE: 14.060307 Val_MSE: 17.287856 | Loss: 10.410384
2025-12-05 16:56:37,525 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:254] - INFO: Early Stopping
2025-12-05 16:56:37,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:266] - INFO: Best model Accuracy for Rg, seed 42:
2025-12-05 16:56:37,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:267] - INFO:   Train MSE: 9.296309
2025-12-05 16:56:37,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:268] - INFO:   Val MSE:   11.519600
2025-12-05 16:56:37,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:269] - INFO:   Test MSE:  12.368503
2025-12-05 16:56:37,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:285] - INFO: 
=== Results for attribute Rg ===
2025-12-05 16:56:37,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:291] - INFO: Train MSE: 9.296309  Val MSE: 11.519600  Test MSE: 12.368503
