2025-12-05 20:15:47,130 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: exp
2025-12-05 20:15:47,130 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------------+
| Parameter  | Value              |
+------------+--------------------+
| cuda       | 3                  |
+------------+--------------------+
| datadir    | data/Lipophilicity |
+------------+--------------------+
| epoch      | 1000               |
+------------+--------------------+
| seed       | [42]               |
+------------+--------------------+
| channels   | 64                 |
+------------+--------------------+
| pretrain   | 0                  |
+------------+--------------------+
| batch_size | 32                 |
+------------+--------------------+
| net_lr     | 0.001              |
+------------+--------------------+
2025-12-05 20:15:47,131 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for exp with seed 42 ---
2025-12-05 20:17:39,941 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [205/1000] Train_MSE: 0.645130 Val_MSE: 0.871451 | Loss: 0.666907
2025-12-05 20:17:40,474 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [206/1000] Train_MSE: 0.645491 Val_MSE: 0.883691 | Loss: 0.657086
2025-12-05 20:17:41,005 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [207/1000] Train_MSE: 0.620636 Val_MSE: 0.846299 | Loss: 0.650161
2025-12-05 20:17:41,540 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [208/1000] Train_MSE: 0.585319 Val_MSE: 0.803376 | Loss: 0.699231
2025-12-05 20:17:42,073 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [209/1000] Train_MSE: 0.614232 Val_MSE: 0.875938 | Loss: 0.636815
2025-12-05 20:17:42,609 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [210/1000] Train_MSE: 0.577447 Val_MSE: 0.808691 | Loss: 0.653662
2025-12-05 20:17:43,142 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [211/1000] Train_MSE: 0.574325 Val_MSE: 0.817622 | Loss: 0.636147
2025-12-05 20:17:43,672 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [212/1000] Train_MSE: 0.682595 Val_MSE: 0.920116 | Loss: 0.676401
2025-12-05 20:17:44,200 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [213/1000] Train_MSE: 0.578024 Val_MSE: 0.811594 | Loss: 0.652706
2025-12-05 20:17:44,728 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [214/1000] Train_MSE: 0.573616 Val_MSE: 0.808942 | Loss: 0.640360
2025-12-05 20:17:45,258 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [215/1000] Train_MSE: 0.577701 Val_MSE: 0.780899 | Loss: 0.632588
2025-12-05 20:17:45,261 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 215 with val_mse 0.780899
2025-12-05 20:17:45,800 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [216/1000] Train_MSE: 0.569013 Val_MSE: 0.776670 | Loss: 0.670757
2025-12-05 20:17:45,802 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 216 with val_mse 0.776670
2025-12-05 20:17:46,349 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [217/1000] Train_MSE: 0.632427 Val_MSE: 0.892700 | Loss: 0.638312
2025-12-05 20:17:46,913 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [218/1000] Train_MSE: 0.574207 Val_MSE: 0.825863 | Loss: 0.646234
2025-12-05 20:17:47,463 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [219/1000] Train_MSE: 0.750027 Val_MSE: 1.020476 | Loss: 0.646184
2025-12-05 20:17:48,000 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [220/1000] Train_MSE: 0.594754 Val_MSE: 0.837342 | Loss: 0.634353
2025-12-05 20:17:48,534 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [221/1000] Train_MSE: 0.607398 Val_MSE: 0.869126 | Loss: 0.640467
2025-12-05 20:17:49,070 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [222/1000] Train_MSE: 0.739451 Val_MSE: 0.995792 | Loss: 0.644274
2025-12-05 20:17:49,607 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [223/1000] Train_MSE: 0.711843 Val_MSE: 0.995065 | Loss: 0.638963
2025-12-05 20:17:50,145 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [224/1000] Train_MSE: 0.687876 Val_MSE: 0.920486 | Loss: 0.642508
2025-12-05 20:17:50,680 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [225/1000] Train_MSE: 0.580491 Val_MSE: 0.834152 | Loss: 0.629040
2025-12-05 20:17:51,217 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [226/1000] Train_MSE: 0.555975 Val_MSE: 0.815369 | Loss: 0.644362
2025-12-05 20:17:51,787 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [227/1000] Train_MSE: 0.699708 Val_MSE: 0.948679 | Loss: 0.640466
2025-12-05 20:17:52,326 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [228/1000] Train_MSE: 0.561166 Val_MSE: 0.790482 | Loss: 0.660320
2025-12-05 20:17:52,857 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [229/1000] Train_MSE: 0.539892 Val_MSE: 0.802615 | Loss: 0.648840
2025-12-05 20:17:53,388 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [230/1000] Train_MSE: 0.616601 Val_MSE: 0.870446 | Loss: 0.618517
2025-12-05 20:17:53,928 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [231/1000] Train_MSE: 0.628917 Val_MSE: 0.909997 | Loss: 0.622498
2025-12-05 20:17:54,464 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [232/1000] Train_MSE: 0.611250 Val_MSE: 0.859517 | Loss: 0.626627
2025-12-05 20:17:54,999 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [233/1000] Train_MSE: 0.558271 Val_MSE: 0.809802 | Loss: 0.649031
2025-12-05 20:17:55,532 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [234/1000] Train_MSE: 0.632126 Val_MSE: 0.870900 | Loss: 0.620375
2025-12-05 20:17:56,064 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [235/1000] Train_MSE: 0.565877 Val_MSE: 0.829613 | Loss: 0.614401
2025-12-05 20:17:56,602 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [236/1000] Train_MSE: 0.567085 Val_MSE: 0.856127 | Loss: 0.650334
2025-12-05 20:17:57,137 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [237/1000] Train_MSE: 0.585512 Val_MSE: 0.837751 | Loss: 0.626550
2025-12-05 20:17:57,670 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [238/1000] Train_MSE: 0.555374 Val_MSE: 0.820268 | Loss: 0.631269
2025-12-05 20:17:58,214 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [239/1000] Train_MSE: 0.528193 Val_MSE: 0.808062 | Loss: 0.612747
2025-12-05 20:17:58,750 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [240/1000] Train_MSE: 0.645151 Val_MSE: 0.898971 | Loss: 0.609743
2025-12-05 20:17:59,283 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [241/1000] Train_MSE: 0.542763 Val_MSE: 0.785543 | Loss: 0.603118
2025-12-05 20:17:59,809 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [242/1000] Train_MSE: 0.543912 Val_MSE: 0.831693 | Loss: 0.618118
2025-12-05 20:18:00,345 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [243/1000] Train_MSE: 0.559308 Val_MSE: 0.821036 | Loss: 0.617432
2025-12-05 20:18:00,881 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [244/1000] Train_MSE: 0.621044 Val_MSE: 0.858211 | Loss: 0.600790
2025-12-05 20:18:01,417 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [245/1000] Train_MSE: 0.545123 Val_MSE: 0.789631 | Loss: 0.621137
2025-12-05 20:18:01,952 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [246/1000] Train_MSE: 0.514872 Val_MSE: 0.772701 | Loss: 0.609907
2025-12-05 20:18:01,955 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 246 with val_mse 0.772701
2025-12-05 20:18:02,495 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [247/1000] Train_MSE: 0.603474 Val_MSE: 0.855665 | Loss: 0.609516
2025-12-05 20:18:03,033 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [248/1000] Train_MSE: 0.530643 Val_MSE: 0.818087 | Loss: 0.628812
2025-12-05 20:18:03,568 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [249/1000] Train_MSE: 0.513396 Val_MSE: 0.810583 | Loss: 0.596586
2025-12-05 20:18:04,107 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [250/1000] Train_MSE: 0.599734 Val_MSE: 0.894080 | Loss: 0.601689
2025-12-05 20:18:04,647 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [251/1000] Train_MSE: 0.589795 Val_MSE: 0.880433 | Loss: 0.633245
2025-12-05 20:18:05,183 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [252/1000] Train_MSE: 0.629622 Val_MSE: 0.884176 | Loss: 0.621462
2025-12-05 20:18:05,724 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [253/1000] Train_MSE: 0.681895 Val_MSE: 0.917317 | Loss: 0.617247
2025-12-05 20:18:06,261 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [254/1000] Train_MSE: 0.519216 Val_MSE: 0.799740 | Loss: 0.593388
2025-12-05 20:18:06,797 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [255/1000] Train_MSE: 0.596341 Val_MSE: 0.839914 | Loss: 0.610573
2025-12-05 20:18:07,339 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [256/1000] Train_MSE: 0.535925 Val_MSE: 0.823957 | Loss: 0.614236
2025-12-05 20:18:07,880 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [257/1000] Train_MSE: 0.518829 Val_MSE: 0.825936 | Loss: 0.591377
2025-12-05 20:18:08,413 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [258/1000] Train_MSE: 0.536052 Val_MSE: 0.795842 | Loss: 0.598927
2025-12-05 20:18:08,947 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [259/1000] Train_MSE: 0.544034 Val_MSE: 0.824295 | Loss: 0.595933
2025-12-05 20:18:09,477 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [260/1000] Train_MSE: 0.510172 Val_MSE: 0.811733 | Loss: 0.608451
2025-12-05 20:18:10,006 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [261/1000] Train_MSE: 0.539609 Val_MSE: 0.841909 | Loss: 0.597562
2025-12-05 20:18:10,538 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [262/1000] Train_MSE: 0.588204 Val_MSE: 0.824837 | Loss: 0.585846
2025-12-05 20:18:11,075 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [263/1000] Train_MSE: 0.559218 Val_MSE: 0.828298 | Loss: 0.606199
2025-12-05 20:18:11,608 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [264/1000] Train_MSE: 0.512321 Val_MSE: 0.819325 | Loss: 0.584668
2025-12-05 20:18:12,148 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [265/1000] Train_MSE: 0.564045 Val_MSE: 0.847241 | Loss: 0.601242
2025-12-05 20:18:12,683 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [266/1000] Train_MSE: 0.618230 Val_MSE: 0.897991 | Loss: 0.599245
2025-12-05 20:18:13,224 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [267/1000] Train_MSE: 0.549131 Val_MSE: 0.878676 | Loss: 0.585085
2025-12-05 20:18:13,761 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [268/1000] Train_MSE: 0.551074 Val_MSE: 0.850542 | Loss: 0.584638
2025-12-05 20:18:14,300 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [269/1000] Train_MSE: 0.513209 Val_MSE: 0.792128 | Loss: 0.597422
2025-12-05 20:18:14,837 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [270/1000] Train_MSE: 0.503668 Val_MSE: 0.820747 | Loss: 0.588605
2025-12-05 20:18:15,377 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [271/1000] Train_MSE: 0.505717 Val_MSE: 0.795361 | Loss: 0.598398
2025-12-05 20:18:15,914 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [272/1000] Train_MSE: 0.513254 Val_MSE: 0.823837 | Loss: 0.575605
2025-12-05 20:18:16,453 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [273/1000] Train_MSE: 0.508661 Val_MSE: 0.800477 | Loss: 0.595669
2025-12-05 20:18:16,990 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [274/1000] Train_MSE: 0.515115 Val_MSE: 0.806944 | Loss: 0.593393
2025-12-05 20:18:17,533 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [275/1000] Train_MSE: 0.507755 Val_MSE: 0.827795 | Loss: 0.616780
2025-12-05 20:18:18,078 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [276/1000] Train_MSE: 0.487654 Val_MSE: 0.812568 | Loss: 0.570147
2025-12-05 20:18:18,619 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [277/1000] Train_MSE: 0.567985 Val_MSE: 0.872273 | Loss: 0.579135
2025-12-05 20:18:19,153 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [278/1000] Train_MSE: 0.510561 Val_MSE: 0.816075 | Loss: 0.580301
2025-12-05 20:18:19,686 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [279/1000] Train_MSE: 0.509488 Val_MSE: 0.799367 | Loss: 0.589293
2025-12-05 20:18:20,218 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [280/1000] Train_MSE: 0.587527 Val_MSE: 0.903522 | Loss: 0.566554
2025-12-05 20:18:20,758 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [281/1000] Train_MSE: 0.527046 Val_MSE: 0.821107 | Loss: 0.570511
2025-12-05 20:18:21,300 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [282/1000] Train_MSE: 0.554684 Val_MSE: 0.827705 | Loss: 0.571724
2025-12-05 20:18:21,838 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [283/1000] Train_MSE: 0.527223 Val_MSE: 0.827921 | Loss: 0.581500
2025-12-05 20:18:22,388 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [284/1000] Train_MSE: 0.478601 Val_MSE: 0.799040 | Loss: 0.570398
2025-12-05 20:18:22,923 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [285/1000] Train_MSE: 0.557309 Val_MSE: 0.828902 | Loss: 0.575210
2025-12-05 20:18:23,454 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [286/1000] Train_MSE: 0.522996 Val_MSE: 0.844913 | Loss: 0.585608
2025-12-05 20:18:23,987 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [287/1000] Train_MSE: 0.686238 Val_MSE: 0.967633 | Loss: 0.575200
2025-12-05 20:18:24,517 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [288/1000] Train_MSE: 0.520704 Val_MSE: 0.804722 | Loss: 0.589951
2025-12-05 20:18:25,050 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [289/1000] Train_MSE: 0.472749 Val_MSE: 0.784864 | Loss: 0.574337
2025-12-05 20:18:25,588 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [290/1000] Train_MSE: 0.687475 Val_MSE: 0.924551 | Loss: 0.557245
2025-12-05 20:18:26,147 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [291/1000] Train_MSE: 0.488251 Val_MSE: 0.819709 | Loss: 0.590365
2025-12-05 20:18:26,693 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [292/1000] Train_MSE: 0.558439 Val_MSE: 0.853555 | Loss: 0.561986
2025-12-05 20:18:27,233 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [293/1000] Train_MSE: 0.518849 Val_MSE: 0.793189 | Loss: 0.574505
2025-12-05 20:18:27,768 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [294/1000] Train_MSE: 0.593689 Val_MSE: 0.887979 | Loss: 0.561645
2025-12-05 20:18:28,305 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [295/1000] Train_MSE: 0.497565 Val_MSE: 0.797834 | Loss: 0.582080
2025-12-05 20:18:28,874 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [296/1000] Train_MSE: 0.482998 Val_MSE: 0.833394 | Loss: 0.537458
2025-12-05 20:18:29,413 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [297/1000] Train_MSE: 0.522583 Val_MSE: 0.830089 | Loss: 0.560154
2025-12-05 20:18:29,978 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [298/1000] Train_MSE: 0.490979 Val_MSE: 0.828163 | Loss: 0.550483
2025-12-05 20:18:30,544 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [299/1000] Train_MSE: 0.510024 Val_MSE: 0.814848 | Loss: 0.565933
2025-12-05 20:18:31,096 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [300/1000] Train_MSE: 0.575681 Val_MSE: 0.908602 | Loss: 0.551626
2025-12-05 20:18:31,642 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [301/1000] Train_MSE: 0.480886 Val_MSE: 0.804985 | Loss: 0.556662
2025-12-05 20:18:32,182 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [302/1000] Train_MSE: 0.459221 Val_MSE: 0.789196 | Loss: 0.544459
2025-12-05 20:18:32,732 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [303/1000] Train_MSE: 0.543286 Val_MSE: 0.862661 | Loss: 0.582842
2025-12-05 20:18:33,271 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [304/1000] Train_MSE: 0.528078 Val_MSE: 0.832759 | Loss: 0.557671
2025-12-05 20:18:33,804 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [305/1000] Train_MSE: 0.469243 Val_MSE: 0.818433 | Loss: 0.566939
2025-12-05 20:18:34,341 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [306/1000] Train_MSE: 0.485872 Val_MSE: 0.813630 | Loss: 0.579772
2025-12-05 20:18:34,875 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [307/1000] Train_MSE: 0.598689 Val_MSE: 0.891207 | Loss: 0.560753
2025-12-05 20:18:35,411 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [308/1000] Train_MSE: 0.478023 Val_MSE: 0.814057 | Loss: 0.561201
2025-12-05 20:18:35,954 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [309/1000] Train_MSE: 0.462627 Val_MSE: 0.806696 | Loss: 0.548044
2025-12-05 20:18:36,490 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [310/1000] Train_MSE: 0.554995 Val_MSE: 0.894604 | Loss: 0.546802
2025-12-05 20:18:37,027 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [311/1000] Train_MSE: 0.588062 Val_MSE: 0.965660 | Loss: 0.564422
2025-12-05 20:18:37,567 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [312/1000] Train_MSE: 0.511385 Val_MSE: 0.819897 | Loss: 0.544727
2025-12-05 20:18:38,109 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [313/1000] Train_MSE: 0.496859 Val_MSE: 0.876802 | Loss: 0.542589
2025-12-05 20:18:38,646 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [314/1000] Train_MSE: 0.506099 Val_MSE: 0.828703 | Loss: 0.537927
2025-12-05 20:18:39,178 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [315/1000] Train_MSE: 0.487713 Val_MSE: 0.850320 | Loss: 0.550047
2025-12-05 20:18:39,708 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [316/1000] Train_MSE: 0.512541 Val_MSE: 0.855109 | Loss: 0.541646
2025-12-05 20:18:40,241 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [317/1000] Train_MSE: 0.474946 Val_MSE: 0.832158 | Loss: 0.534016
2025-12-05 20:18:40,772 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [318/1000] Train_MSE: 0.496651 Val_MSE: 0.816471 | Loss: 0.530996
2025-12-05 20:18:41,308 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [319/1000] Train_MSE: 0.462893 Val_MSE: 0.821641 | Loss: 0.548489
2025-12-05 20:18:41,879 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [320/1000] Train_MSE: 0.471384 Val_MSE: 0.830665 | Loss: 0.538434
