2025-12-05 16:57:47,781 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: FFV
2025-12-05 16:57:47,782 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:47,782 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for FFV with seed 42 ---
2025-12-05 17:01:23,499 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [216/1000] Train_MSE: 0.000180 Val_MSE: 0.000239 | Loss: 0.000131
2025-12-05 17:01:24,516 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [217/1000] Train_MSE: 0.000124 Val_MSE: 0.000180 | Loss: 0.000127
2025-12-05 17:01:25,554 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [218/1000] Train_MSE: 0.000121 Val_MSE: 0.000173 | Loss: 0.000143
2025-12-05 17:01:26,589 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [219/1000] Train_MSE: 0.000128 Val_MSE: 0.000190 | Loss: 0.000131
2025-12-05 17:01:27,546 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [220/1000] Train_MSE: 0.000131 Val_MSE: 0.000202 | Loss: 0.000131
2025-12-05 17:01:28,493 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [221/1000] Train_MSE: 0.000114 Val_MSE: 0.000189 | Loss: 0.000152
2025-12-05 17:01:29,442 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [222/1000] Train_MSE: 0.000129 Val_MSE: 0.000210 | Loss: 0.000137
2025-12-05 17:01:30,499 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [223/1000] Train_MSE: 0.000125 Val_MSE: 0.000166 | Loss: 0.000142
2025-12-05 17:01:31,612 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [224/1000] Train_MSE: 0.000175 Val_MSE: 0.000265 | Loss: 0.000152
2025-12-05 17:01:32,756 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [225/1000] Train_MSE: 0.000112 Val_MSE: 0.000191 | Loss: 0.000139
2025-12-05 17:01:33,825 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [226/1000] Train_MSE: 0.000126 Val_MSE: 0.000185 | Loss: 0.000134
2025-12-05 17:01:34,818 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [227/1000] Train_MSE: 0.000179 Val_MSE: 0.000236 | Loss: 0.000134
2025-12-05 17:01:35,817 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [228/1000] Train_MSE: 0.000099 Val_MSE: 0.000156 | Loss: 0.000136
2025-12-05 17:01:36,885 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [229/1000] Train_MSE: 0.000100 Val_MSE: 0.000164 | Loss: 0.000125
2025-12-05 17:01:37,907 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [230/1000] Train_MSE: 0.000098 Val_MSE: 0.000164 | Loss: 0.000132
2025-12-05 17:01:39,009 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [231/1000] Train_MSE: 0.000126 Val_MSE: 0.000182 | Loss: 0.000113
2025-12-05 17:01:40,105 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [232/1000] Train_MSE: 0.000135 Val_MSE: 0.000180 | Loss: 0.000124
2025-12-05 17:01:41,069 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [233/1000] Train_MSE: 0.000122 Val_MSE: 0.000176 | Loss: 0.000123
2025-12-05 17:01:42,061 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [234/1000] Train_MSE: 0.000131 Val_MSE: 0.000203 | Loss: 0.000142
2025-12-05 17:01:43,128 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [235/1000] Train_MSE: 0.000134 Val_MSE: 0.000194 | Loss: 0.000137
2025-12-05 17:01:44,182 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [236/1000] Train_MSE: 0.000102 Val_MSE: 0.000166 | Loss: 0.000137
2025-12-05 17:01:45,173 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [237/1000] Train_MSE: 0.000147 Val_MSE: 0.000235 | Loss: 0.000142
2025-12-05 17:01:46,234 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [238/1000] Train_MSE: 0.000107 Val_MSE: 0.000198 | Loss: 0.000134
2025-12-05 17:01:47,181 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [239/1000] Train_MSE: 0.000103 Val_MSE: 0.000181 | Loss: 0.000123
2025-12-05 17:01:48,263 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [240/1000] Train_MSE: 0.000147 Val_MSE: 0.000201 | Loss: 0.000128
2025-12-05 17:01:49,264 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [241/1000] Train_MSE: 0.000174 Val_MSE: 0.000238 | Loss: 0.000124
2025-12-05 17:01:50,254 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [242/1000] Train_MSE: 0.000108 Val_MSE: 0.000168 | Loss: 0.000117
2025-12-05 17:01:50,254 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:246] - INFO: Early Stopping
2025-12-05 17:01:50,751 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:258] - INFO: Best model Accuracy for FFV, seed 42:
2025-12-05 17:01:50,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:259] - INFO:   Train MSE: 0.000117
2025-12-05 17:01:50,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:260] - INFO:   Val MSE:   0.000156
2025-12-05 17:01:50,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:261] - INFO:   Test MSE:  0.000260
2025-12-05 17:01:50,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:277] - INFO: 
=== Results for attribute FFV ===
2025-12-05 17:01:50,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:283] - INFO: Train MSE: 0.000117  Val MSE: 0.000156  Test MSE: 0.000260
