2025-12-05 16:55:59,982 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: Rg
2025-12-05 16:55:59,982 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:55:59,983 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for Rg with seed 42 ---
2025-12-05 16:56:18,493 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [199/1000] Train_MSE: 7.647524 Val_MSE: 11.855026 | Loss: 8.477353
2025-12-05 16:56:18,575 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [200/1000] Train_MSE: 8.210787 Val_MSE: 12.246207 | Loss: 9.101605
2025-12-05 16:56:18,660 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [201/1000] Train_MSE: 8.147177 Val_MSE: 12.113302 | Loss: 8.978294
2025-12-05 16:56:18,742 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [202/1000] Train_MSE: 10.522308 Val_MSE: 15.302420 | Loss: 8.337432
2025-12-05 16:56:18,828 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [203/1000] Train_MSE: 7.157798 Val_MSE: 11.775187 | Loss: 8.663308
2025-12-05 16:56:18,910 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [204/1000] Train_MSE: 7.396175 Val_MSE: 11.984698 | Loss: 8.909990
2025-12-05 16:56:18,994 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [205/1000] Train_MSE: 7.323108 Val_MSE: 11.798445 | Loss: 8.438760
2025-12-05 16:56:19,075 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [206/1000] Train_MSE: 8.327983 Val_MSE: 12.386921 | Loss: 8.550425
2025-12-05 16:56:19,157 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [207/1000] Train_MSE: 9.650399 Val_MSE: 13.653882 | Loss: 9.223633
2025-12-05 16:56:19,243 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [208/1000] Train_MSE: 7.431967 Val_MSE: 12.054512 | Loss: 8.385609
2025-12-05 16:56:19,336 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [209/1000] Train_MSE: 7.150954 Val_MSE: 11.883585 | Loss: 9.417284
2025-12-05 16:56:19,425 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [210/1000] Train_MSE: 7.166433 Val_MSE: 11.907856 | Loss: 8.269828
2025-12-05 16:56:19,522 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [211/1000] Train_MSE: 8.227729 Val_MSE: 12.974891 | Loss: 7.790164
2025-12-05 16:56:19,608 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [212/1000] Train_MSE: 13.515020 Val_MSE: 17.165890 | Loss: 10.081273
2025-12-05 16:56:19,693 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [213/1000] Train_MSE: 7.563122 Val_MSE: 12.096417 | Loss: 9.319461
2025-12-05 16:56:19,779 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [214/1000] Train_MSE: 7.494840 Val_MSE: 12.284794 | Loss: 8.630152
2025-12-05 16:56:19,865 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [215/1000] Train_MSE: 7.022023 Val_MSE: 11.509229 | Loss: 8.444031
2025-12-05 16:56:19,867 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 215 with val_mse 11.509229
2025-12-05 16:56:19,953 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [216/1000] Train_MSE: 8.977562 Val_MSE: 13.666554 | Loss: 8.559155
2025-12-05 16:56:20,047 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [217/1000] Train_MSE: 7.879835 Val_MSE: 12.215975 | Loss: 8.696640
2025-12-05 16:56:20,137 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [218/1000] Train_MSE: 15.239144 Val_MSE: 19.093719 | Loss: 9.217308
2025-12-05 16:56:20,227 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [219/1000] Train_MSE: 7.879549 Val_MSE: 12.281350 | Loss: 8.471121
2025-12-05 16:56:20,314 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [220/1000] Train_MSE: 8.956725 Val_MSE: 13.805422 | Loss: 8.688263
2025-12-05 16:56:20,402 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [221/1000] Train_MSE: 7.324481 Val_MSE: 12.251240 | Loss: 9.665015
2025-12-05 16:56:20,489 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [222/1000] Train_MSE: 8.449486 Val_MSE: 13.386455 | Loss: 9.412208
2025-12-05 16:56:20,582 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [223/1000] Train_MSE: 7.213638 Val_MSE: 11.888593 | Loss: 8.578653
2025-12-05 16:56:20,679 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [224/1000] Train_MSE: 10.107498 Val_MSE: 14.086862 | Loss: 8.817979
2025-12-05 16:56:20,778 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [225/1000] Train_MSE: 7.854254 Val_MSE: 11.919277 | Loss: 8.441226
2025-12-05 16:56:20,888 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [226/1000] Train_MSE: 10.120476 Val_MSE: 15.299580 | Loss: 7.995384
2025-12-05 16:56:20,979 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [227/1000] Train_MSE: 7.324876 Val_MSE: 12.126329 | Loss: 8.939005
2025-12-05 16:56:21,068 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [228/1000] Train_MSE: 7.604547 Val_MSE: 12.563878 | Loss: 9.184772
2025-12-05 16:56:21,162 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [229/1000] Train_MSE: 8.142003 Val_MSE: 13.107261 | Loss: 9.024283
2025-12-05 16:56:21,253 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [230/1000] Train_MSE: 8.682500 Val_MSE: 13.146455 | Loss: 8.844467
2025-12-05 16:56:21,350 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [231/1000] Train_MSE: 7.158865 Val_MSE: 11.522302 | Loss: 9.050380
2025-12-05 16:56:21,441 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [232/1000] Train_MSE: 7.066378 Val_MSE: 11.409614 | Loss: 8.381199
2025-12-05 16:56:21,443 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 232 with val_mse 11.409614
2025-12-05 16:56:21,535 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [233/1000] Train_MSE: 7.945054 Val_MSE: 12.495625 | Loss: 9.348159
2025-12-05 16:56:21,630 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [234/1000] Train_MSE: 7.108744 Val_MSE: 11.493503 | Loss: 9.821798
2025-12-05 16:56:21,721 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [235/1000] Train_MSE: 11.962787 Val_MSE: 16.740195 | Loss: 7.757880
2025-12-05 16:56:21,810 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [236/1000] Train_MSE: 6.971680 Val_MSE: 11.484308 | Loss: 8.459820
2025-12-05 16:56:21,901 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [237/1000] Train_MSE: 16.312416 Val_MSE: 19.544458 | Loss: 8.958123
2025-12-05 16:56:21,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [238/1000] Train_MSE: 7.073701 Val_MSE: 11.468877 | Loss: 9.430669
2025-12-05 16:56:22,074 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [239/1000] Train_MSE: 11.552665 Val_MSE: 16.245544 | Loss: 8.019224
2025-12-05 16:56:22,161 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [240/1000] Train_MSE: 8.688902 Val_MSE: 12.747736 | Loss: 7.814343
2025-12-05 16:56:22,249 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [241/1000] Train_MSE: 7.198807 Val_MSE: 11.827601 | Loss: 8.245278
2025-12-05 16:56:22,344 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [242/1000] Train_MSE: 7.169136 Val_MSE: 11.762627 | Loss: 9.277665
2025-12-05 16:56:22,436 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [243/1000] Train_MSE: 7.274950 Val_MSE: 11.980217 | Loss: 8.301122
2025-12-05 16:56:22,524 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [244/1000] Train_MSE: 6.686479 Val_MSE: 11.386919 | Loss: 7.650015
2025-12-05 16:56:22,526 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 244 with val_mse 11.386919
2025-12-05 16:56:22,615 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [245/1000] Train_MSE: 6.800602 Val_MSE: 11.442827 | Loss: 8.026334
2025-12-05 16:56:22,700 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [246/1000] Train_MSE: 9.077360 Val_MSE: 13.437450 | Loss: 8.069740
2025-12-05 16:56:22,787 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [247/1000] Train_MSE: 9.213835 Val_MSE: 14.531192 | Loss: 9.943615
2025-12-05 16:56:22,875 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [248/1000] Train_MSE: 8.365881 Val_MSE: 12.937865 | Loss: 8.760340
2025-12-05 16:56:22,963 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [249/1000] Train_MSE: 6.961423 Val_MSE: 11.766213 | Loss: 8.824069
2025-12-05 16:56:23,049 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [250/1000] Train_MSE: 11.201443 Val_MSE: 16.710442 | Loss: 8.717783
2025-12-05 16:56:23,135 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [251/1000] Train_MSE: 6.792722 Val_MSE: 11.697169 | Loss: 7.943273
2025-12-05 16:56:23,219 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [252/1000] Train_MSE: 7.421839 Val_MSE: 12.438319 | Loss: 8.412018
2025-12-05 16:56:23,307 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [253/1000] Train_MSE: 7.235574 Val_MSE: 12.094926 | Loss: 8.326195
2025-12-05 16:56:23,394 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [254/1000] Train_MSE: 9.179954 Val_MSE: 13.422244 | Loss: 8.589124
2025-12-05 16:56:23,487 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [255/1000] Train_MSE: 8.030059 Val_MSE: 13.073332 | Loss: 8.244210
2025-12-05 16:56:23,574 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [256/1000] Train_MSE: 6.717478 Val_MSE: 11.759808 | Loss: 8.161241
2025-12-05 16:56:23,663 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [257/1000] Train_MSE: 7.577487 Val_MSE: 12.732747 | Loss: 7.227856
2025-12-05 16:56:23,751 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [258/1000] Train_MSE: 7.668346 Val_MSE: 12.680868 | Loss: 8.370877
2025-12-05 16:56:23,840 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [259/1000] Train_MSE: 10.792699 Val_MSE: 15.189597 | Loss: 8.386685
2025-12-05 16:56:23,934 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [260/1000] Train_MSE: 7.779568 Val_MSE: 12.309578 | Loss: 8.098864
2025-12-05 16:56:24,021 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [261/1000] Train_MSE: 7.710164 Val_MSE: 12.876169 | Loss: 8.055473
2025-12-05 16:56:24,108 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [262/1000] Train_MSE: 6.781797 Val_MSE: 11.615922 | Loss: 8.302662
2025-12-05 16:56:24,198 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [263/1000] Train_MSE: 6.802812 Val_MSE: 11.995490 | Loss: 8.559734
2025-12-05 16:56:24,291 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [264/1000] Train_MSE: 6.596193 Val_MSE: 11.788869 | Loss: 8.479032
2025-12-05 16:56:24,381 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [265/1000] Train_MSE: 6.731834 Val_MSE: 11.775097 | Loss: 8.423118
2025-12-05 16:56:24,470 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [266/1000] Train_MSE: 7.999813 Val_MSE: 12.696479 | Loss: 7.693742
2025-12-05 16:56:24,560 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [267/1000] Train_MSE: 6.653135 Val_MSE: 11.771977 | Loss: 8.402099
2025-12-05 16:56:24,651 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [268/1000] Train_MSE: 8.763029 Val_MSE: 13.909672 | Loss: 8.098969
2025-12-05 16:56:24,744 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [269/1000] Train_MSE: 7.222178 Val_MSE: 12.080727 | Loss: 8.698798
2025-12-05 16:56:24,833 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [270/1000] Train_MSE: 6.662273 Val_MSE: 12.023419 | Loss: 7.750899
2025-12-05 16:56:24,921 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [271/1000] Train_MSE: 6.998525 Val_MSE: 12.235350 | Loss: 7.792466
2025-12-05 16:56:25,008 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [272/1000] Train_MSE: 8.593380 Val_MSE: 14.111645 | Loss: 7.349798
2025-12-05 16:56:25,094 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [273/1000] Train_MSE: 6.953970 Val_MSE: 11.919548 | Loss: 7.648115
2025-12-05 16:56:25,184 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [274/1000] Train_MSE: 10.168404 Val_MSE: 14.641501 | Loss: 8.921890
2025-12-05 16:56:25,278 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [275/1000] Train_MSE: 9.220234 Val_MSE: 14.710354 | Loss: 7.451575
2025-12-05 16:56:25,365 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [276/1000] Train_MSE: 7.699360 Val_MSE: 12.645246 | Loss: 7.900184
2025-12-05 16:56:25,450 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [277/1000] Train_MSE: 9.488343 Val_MSE: 15.493484 | Loss: 8.242901
2025-12-05 16:56:25,537 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [278/1000] Train_MSE: 7.302692 Val_MSE: 12.945597 | Loss: 7.552728
2025-12-05 16:56:25,627 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [279/1000] Train_MSE: 7.289695 Val_MSE: 12.097164 | Loss: 8.299244
2025-12-05 16:56:25,712 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [280/1000] Train_MSE: 8.431389 Val_MSE: 13.963084 | Loss: 8.281537
2025-12-05 16:56:25,803 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [281/1000] Train_MSE: 6.674598 Val_MSE: 11.693541 | Loss: 7.368984
2025-12-05 16:56:25,889 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [282/1000] Train_MSE: 6.716716 Val_MSE: 11.876649 | Loss: 10.091420
2025-12-05 16:56:25,975 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [283/1000] Train_MSE: 7.187677 Val_MSE: 11.504368 | Loss: 7.664292
2025-12-05 16:56:26,067 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [284/1000] Train_MSE: 7.690676 Val_MSE: 12.927582 | Loss: 8.330330
2025-12-05 16:56:26,160 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [285/1000] Train_MSE: 6.540980 Val_MSE: 11.854290 | Loss: 7.840967
2025-12-05 16:56:26,250 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [286/1000] Train_MSE: 6.403549 Val_MSE: 11.691753 | Loss: 7.486966
2025-12-05 16:56:26,336 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [287/1000] Train_MSE: 6.936948 Val_MSE: 12.067324 | Loss: 7.382242
2025-12-05 16:56:26,421 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [288/1000] Train_MSE: 8.229813 Val_MSE: 13.098895 | Loss: 8.316862
2025-12-05 16:56:26,515 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [289/1000] Train_MSE: 6.756306 Val_MSE: 12.128068 | Loss: 8.330843
2025-12-05 16:56:26,602 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [290/1000] Train_MSE: 7.082983 Val_MSE: 11.951217 | Loss: 7.513870
2025-12-05 16:56:26,689 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [291/1000] Train_MSE: 6.813575 Val_MSE: 12.510685 | Loss: 8.723047
2025-12-05 16:56:26,786 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [292/1000] Train_MSE: 6.524058 Val_MSE: 11.978830 | Loss: 7.628226
2025-12-05 16:56:26,882 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [293/1000] Train_MSE: 6.493954 Val_MSE: 11.870052 | Loss: 7.791459
2025-12-05 16:56:26,972 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [294/1000] Train_MSE: 6.669378 Val_MSE: 11.854901 | Loss: 7.707310
2025-12-05 16:56:27,060 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [295/1000] Train_MSE: 8.148020 Val_MSE: 13.981442 | Loss: 8.072039
2025-12-05 16:56:27,154 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [296/1000] Train_MSE: 6.341097 Val_MSE: 11.662845 | Loss: 7.909914
2025-12-05 16:56:27,241 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [297/1000] Train_MSE: 6.524206 Val_MSE: 11.904066 | Loss: 7.955861
2025-12-05 16:56:27,331 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [298/1000] Train_MSE: 6.886379 Val_MSE: 12.320366 | Loss: 8.167016
2025-12-05 16:56:27,415 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [299/1000] Train_MSE: 6.910723 Val_MSE: 12.445035 | Loss: 8.211913
2025-12-05 16:56:27,505 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [300/1000] Train_MSE: 6.311212 Val_MSE: 11.697435 | Loss: 8.451311
2025-12-05 16:56:27,600 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [301/1000] Train_MSE: 7.898909 Val_MSE: 13.072300 | Loss: 7.985192
2025-12-05 16:56:27,691 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [302/1000] Train_MSE: 11.779341 Val_MSE: 16.254337 | Loss: 7.496888
2025-12-05 16:56:27,781 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [303/1000] Train_MSE: 19.410085 Val_MSE: 25.631674 | Loss: 8.157391
2025-12-05 16:56:27,874 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [304/1000] Train_MSE: 7.515937 Val_MSE: 12.627373 | Loss: 9.646699
2025-12-05 16:56:27,963 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [305/1000] Train_MSE: 8.201079 Val_MSE: 13.440159 | Loss: 8.079072
2025-12-05 16:56:28,052 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [306/1000] Train_MSE: 6.332316 Val_MSE: 11.636225 | Loss: 7.682809
2025-12-05 16:56:28,143 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [307/1000] Train_MSE: 7.156520 Val_MSE: 13.047086 | Loss: 9.441982
2025-12-05 16:56:28,235 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [308/1000] Train_MSE: 8.359278 Val_MSE: 14.116629 | Loss: 7.683333
2025-12-05 16:56:28,321 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [309/1000] Train_MSE: 6.924624 Val_MSE: 12.177106 | Loss: 7.404684
2025-12-05 16:56:28,410 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [310/1000] Train_MSE: 7.964701 Val_MSE: 13.077344 | Loss: 7.302260
2025-12-05 16:56:28,517 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [311/1000] Train_MSE: 6.344028 Val_MSE: 12.181088 | Loss: 8.535422
2025-12-05 16:56:28,612 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [312/1000] Train_MSE: 9.450800 Val_MSE: 15.551775 | Loss: 8.952515
2025-12-05 16:56:28,696 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [313/1000] Train_MSE: 6.638252 Val_MSE: 12.361240 | Loss: 8.365528
2025-12-05 16:56:28,791 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [314/1000] Train_MSE: 6.920609 Val_MSE: 12.394181 | Loss: 7.763230
